Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors,hourly,employer_provided,min_salary,max_salary,avg_salary,company_txt,job_state,same_state,age,python_yn,R_yn,spark,aws,excel
Data Scientist,$109K-$158K (Glassdoor est.),"Data Scientist
Location: San Francisco, CA

We are looking for a data scientist to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: SQL, statistics.",3.8,"Blue Cross Blue Shield
3.8","San Francisco, CA","Clearwater, FL",5001 to 10000 employees,1851,Government,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$50 to $100 million (USD),-1,0,0,109,158,133.5,"Blue Cross Blue Shield
",CA,0,169,0,0,0,0,0
Research Scientist,$33K-$59K (Glassdoor est.),"Research Scientist
Location: Chicago, IL

We are looking for a research scientist to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: AWS, SQL.",3.6,"Amazon
3.6","Chicago, IL","Chicago, IL",10000+ employees,1864,Company - Private,IT Services,Information Technology,$1 to $5 million (USD),"Blue Cross Blue Shield, Takeda",0,0,33,59,46.0,"Amazon
",IL,0,156,0,0,0,1,0
Director of Data Science,$134K-$199K (Glassdoor est.),"Director of Data Science
Location: Baltimore, MD

We are looking for a director of data science to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: Python, Excel, SQL.",4.2,"Lockheed Martin
4.2","Baltimore, MD","Arlington, VA",501 to 1000 employees,2013,Other Organization,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),-1,0,0,134,199,166.5,"Lockheed Martin
",MD,0,7,1,0,0,0,1
Healthcare Data Scientist,$39K-$64K (Glassdoor est.),"Healthcare Data Scientist
Location: Richland, WA

We are looking for a healthcare data scientist to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: Python, AWS, Excel, SQL.",3.8,"Amazon
3.8","Richland, WA","Richland, WA",501 to 1000 employees,2008,Subsidiary or Business Segment,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1,0,0,39,64,51.5,"Amazon
",WA,1,12,1,0,0,1,1
Senior Data Scientist,$101K-$163K (Glassdoor est.),"Senior Data Scientist
Location: Richland, WA

We are looking for a senior data scientist to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: AWS, SQL.",-1.0,ClearOne Advantage,"Richland, WA","Albuquerque, NM",1 to 50 employees,1836,Company - Private,Health Care Services & Hospitals,Health Care,$10 to $25 million (USD),"Affinity Solutions, Gallup",0,0,101,163,132.0,ClearOne Advantage,WA,0,184,0,0,0,1,0
Lead Data Scientist,$143K-$231K (Glassdoor est.),"Lead Data Scientist
Location: Goleta, CA

We are looking for a lead data scientist to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: Python, Spark, AWS, Excel, SQL.",4.5,"Lockheed Martin
4.5","Goleta, CA","Goleta, CA",201 to 500 employees,1930,Subsidiary or Business Segment,Security Services,Business Services,$10 to $25 million (USD),-1,0,0,143,231,187.0,"Lockheed Martin
",CA,1,90,1,0,1,1,1
Director of Data Science,$155K-$252K (Glassdoor est.),"Director of Data Science
Location: Seattle, WA

We are looking for a director of data science to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: Python, AWS, Excel, SQL.",3.8,"Numerator
3.8","Seattle, WA","Seattle, WA",1 to 50 employees,1959,Nonprofit Organization,Aerospace & Defense,Aerospace & Defense,$1 to $2 billion (USD),-1,0,0,155,252,203.5,"Numerator
",WA,1,61,1,0,0,1,1
Machine Learning Engineer,$61K-$115K (Glassdoor est.),"Machine Learning Engineer
Location: Arlington, VA

We are looking for a machine learning engineer to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: SQL, statistics.",3.5,"Novartis
3.5","Arlington, VA","Arlington, VA",1001 to 5000 employees,1852,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$50 to $100 million (USD),-1,0,0,61,115,88.0,"Novartis
",VA,1,168,0,0,0,0,0
Data Analyst,$48K-$80K (Glassdoor est.),"Data Analyst
Location: Cambridge, MA

We are looking for a data analyst to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: Excel, SQL.",3.9,"Novartis
3.9","Cambridge, MA","Boston, MA",501 to 1000 employees,1981,Government,Security Services,Business Services,$500 million to $1 billion (USD),-1,0,0,48,80,64.0,"Novartis
",MA,1,39,0,0,0,0,1
Data Scientist,$70K-$120K (Glassdoor est.),"Data Scientist
Location: New York, NY

We are looking for a data scientist to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: Spark, SQL.",3.7,"Liberty Mutual
3.7","New York, NY","San Francisco, CA",10000+ employees,1941,Nonprofit Organization,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD),-1,0,0,70,120,95.0,"Liberty Mutual
",NY,0,79,0,0,1,0,0
Healthcare Data Scientist,$67K-$115K (Glassdoor est.),"Healthcare Data Scientist
Location: Chicago, IL

We are looking for a healthcare data scientist to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: Python, Excel, SQL.",3.7,"Amazon
3.7","Chicago, IL","Arlington, VA",501 to 1000 employees,1952,Government,IT Services,Information Technology,Unknown / Non-Applicable,"University of Maryland Medical System, Logic20/20",0,0,67,115,91.0,"Amazon
",IL,0,68,1,0,0,0,1
Research Scientist,$116K-$215K (Glassdoor est.),"Research Scientist
Location: San Francisco, CA

We are looking for a research scientist to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: Python, SQL.",3.7,"Liberty Mutual
3.7","San Francisco, CA","Goleta, CA",201 to 500 employees,1949,Company - Public,Aerospace & Defense,Aerospace & Defense,$10 to $25 million (USD),-1,0,0,116,215,165.5,"Liberty Mutual
",CA,1,71,1,0,0,0,0
Data Scientist,$93K-$141K (Glassdoor est.),"Data Scientist
Location: San Francisco, CA

We are looking for a data scientist to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: AWS, SQL.",2.9,"University of Maryland Medical System
2.9","San Francisco, CA","San Jose, CA",5001 to 10000 employees,1887,Company - Public,IT Services,Information Technology,$500 million to $1 billion (USD),"Blue Cross Blue Shield, Novartis",0,0,93,141,117.0,"University of Maryland Medical System
",CA,1,133,0,0,0,1,0
Data Scientist,$39K-$68K (Glassdoor est.),"Data Scientist
Location: New York, NY

We are looking for a data scientist to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: Python, Spark, SQL.",3.4,"Tecolote Research
3.4","New York, NY","Boston, MA",201 to 500 employees,1972,Other Organization,Advertising & Marketing,Business Services,$500 million to $1 billion (USD),-1,0,0,39,68,53.5,"Tecolote Research
",NY,0,48,1,0,1,0,0
Data Scientist,$97K-$162K (Glassdoor est.),"Data Scientist
Location: Goleta, CA

We are looking for a data scientist to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: Python, SQL.",3.6,"CyrusOne
3.6","Goleta, CA","San Francisco, CA",10000+ employees,1957,Company - Public,Insurance Carriers,Insurance,$1 to $2 billion (USD),-1,0,0,97,162,129.5,"CyrusOne
",CA,1,63,1,0,0,0,0
Data Engineer,$135K-$223K (Glassdoor est.),"Data Engineer
Location: Cambridge, MA

We are looking for a data engineer to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: Python, AWS, Excel, SQL.",4.4,"Pfizer
4.4","Cambridge, MA","Boston, MA",501 to 1000 employees,1849,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $2 billion (USD),"Guardian Life, ClearOne Advantage",0,0,135,223,179.0,"Pfizer
",MA,1,171,1,0,0,1,1
Data Engineer,$93K-$144K (Glassdoor est.),"Data Engineer
Location: Goleta, CA

We are looking for a data engineer to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: Python, AWS, SQL.",2.8,"University of Maryland Medical System
2.8","Goleta, CA","Richland, WA",1001 to 5000 employees,1907,Company - Public,Internet,Information Technology,$1 to $5 million (USD),-1,0,0,93,144,118.5,"University of Maryland Medical System
",CA,0,113,1,0,0,1,0
Data Engineer,$115K-$202K (Glassdoor est.),"Data Engineer
Location: New York, NY

We are looking for a data engineer to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: SQL, statistics.",3.8,"KnowBe4
3.8","New York, NY","New York, NY",5001 to 10000 employees,1983,Subsidiary or Business Segment,Aerospace & Defense,Aerospace & Defense,$500 million to $1 billion (USD),-1,0,0,115,202,158.5,"KnowBe4
",NY,1,37,0,0,0,0,0
Research Scientist,$91K-$133K (Glassdoor est.),"Research Scientist
Location: New York, NY

We are looking for a research scientist to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: Python, Spark, SQL.",4.1,"Takeda
4.1","New York, NY","Baltimore, MD",501 to 1000 employees,1896,Subsidiary or Business Segment,Insurance Carriers,Insurance,$50 to $100 million (USD),-1,0,0,91,133,112.0,"Takeda
",NY,0,124,1,0,1,0,0
Data Scientist,$116K-$185K (Glassdoor est.),"Data Scientist
Location: New York, NY

We are looking for a data scientist to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: Python, Excel, SQL.",-1.0,Tecolote Research,"New York, NY","Cambridge, MA",1001 to 5000 employees,1886,Subsidiary or Business Segment,IT Services,Information Technology,$1 to $5 million (USD),-1,0,0,116,185,150.5,Tecolote Research,NY,0,134,1,0,0,0,1
Data Engineer,$92K-$162K (Glassdoor est.),"Data Engineer
Location: Goleta, CA

We are looking for a data engineer to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: Python, AWS, Excel, SQL.",4.0,"Rochester Regional Health
4.0","Goleta, CA","San Francisco, CA",5001 to 10000 employees,1921,Company - Public,Insurance Carriers,Insurance,$10+ billion (USD),-1,0,0,92,162,127.0,"Rochester Regional Health
",CA,1,99,1,0,0,1,1
Director of Data Science,$138K-$192K (Glassdoor est.),"Director of Data Science
Location: New York, NY

We are looking for a director of data science to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: Python, Excel, SQL.",3.3,"Takeda
3.3","New York, NY","Clearwater, FL",5001 to 10000 employees,1975,Other Organization,Health Care Services & Hospitals,Health Care,$50 to $100 million (USD),-1,0,0,138,192,165.0,"Takeda
",NY,0,45,1,0,0,0,1
Data Engineer,$76K-$120K (Glassdoor est.),"Data Engineer
Location: Dallas, TX

We are looking for a data engineer to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: Python, Excel, SQL.",3.5,"Blue Cross Blue Shield
3.5","Dallas, TX","Linthicum, MD",10000+ employees,1995,Subsidiary or Business Segment,Aerospace & Defense,Aerospace & Defense,$50 to $100 million (USD),-1,0,0,76,120,98.0,"Blue Cross Blue Shield
",TX,0,25,1,0,0,0,1
Research Scientist,$97K-$155K (Glassdoor est.),"Research Scientist
Location: San Francisco, CA

We are looking for a research scientist to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: SQL, statistics.",4.1,"CyrusOne
4.1","San Francisco, CA","San Jose, CA",1 to 50 employees,1997,Nonprofit Organization,Energy,"Oil, Gas, Energy & Utilities",$10+ billion (USD),-1,0,0,97,155,126.0,"CyrusOne
",CA,1,23,0,0,0,0,0
Senior Data Scientist,$55K-$84K (Glassdoor est.),"Senior Data Scientist
Location: New York, NY

We are looking for a senior data scientist to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: Excel, SQL.",4.1,"Reynolds American
4.1","New York, NY","New York, NY",5001 to 10000 employees,1905,Company - Private,Computer Hardware & Software,Information Technology,$50 to $100 million (USD),"Lockheed Martin, Walmart",0,0,55,84,69.5,"Reynolds American
",NY,1,115,0,0,0,0,1
Machine Learning Engineer,$120K-$224K (Glassdoor est.),"Machine Learning Engineer
Location: San Francisco, CA

We are looking for a machine learning engineer to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: Python, Spark, SQL.",3.3,"Walmart
3.3","San Francisco, CA","San Francisco, CA",1 to 50 employees,1842,Nonprofit Organization,Insurance Carriers,Insurance,$500 million to $1 billion (USD),-1,0,0,120,224,172.0,"Walmart
",CA,1,178,1,0,1,0,0
Machine Learning Engineer,$137K-$242K (Glassdoor est.),"Machine Learning Engineer
Location: San Francisco, CA

We are looking for a machine learning engineer to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: Python, AWS, Excel, SQL.",4.0,"CyrusOne
4.0","San Francisco, CA","Goleta, CA",51 to 200 employees,1992,Other Organization,Computer Hardware & Software,Information Technology,$100 to $500 million (USD),"PNNL, Reynolds American",0,0,137,242,189.5,"CyrusOne
",CA,1,28,1,0,0,1,1
Data Engineer,$57K-$107K (Glassdoor est.),"Data Engineer
Location: Cambridge, MA

We are looking for a data engineer to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: Python, Excel, SQL.",3.3,"Affinity Solutions
3.3","Cambridge, MA","Dallas, TX",5001 to 10000 employees,2012,Subsidiary or Business Segment,IT Services,Information Technology,$500 million to $1 billion (USD),-1,0,0,57,107,82.0,"Affinity Solutions
",MA,0,8,1,0,0,0,1
Senior Data Scientist,$109K-$179K (Glassdoor est.),"Senior Data Scientist
Location: New York, NY

We are looking for a senior data scientist to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: Python, Excel, SQL.",3.1,"Tecolote Research
3.1","New York, NY","New York, NY",501 to 1000 employees,1929,Company - Private,Security Services,Business Services,$10 to $25 million (USD),-1,0,0,109,179,144.0,"Tecolote Research
",NY,1,91,1,0,0,0,1
Data Scientist,$42K-$63K (Glassdoor est.),"Data Scientist
Location: New York, NY

We are looking for a data scientist to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: Python, AWS, SQL.",4.1,"Novartis
4.1","New York, NY","New York, NY",1001 to 5000 employees,1914,Government,Energy,"Oil, Gas, Energy & Utilities",$1 to $2 billion (USD),"Numerator, Amazon",0,0,42,63,52.5,"Novartis
",NY,1,106,1,0,0,1,0
Data Scientist,$130K-$211K (Glassdoor est.),"Data Scientist
Location: Goleta, CA

We are looking for a data scientist to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: Python, SQL.",4.4,"Affinity Solutions
4.4","Goleta, CA","Richland, WA",201 to 500 employees,1863,Other Organization,Energy,"Oil, Gas, Energy & Utilities",$10+ billion (USD),-1,0,0,130,211,170.5,"Affinity Solutions
",CA,0,157,1,0,0,0,0
Data Scientist,$50K-$92K (Glassdoor est.),"Data Scientist
Location: Dallas, TX

We are looking for a data scientist to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: Python, Spark, Excel, SQL.",3.9,"Walmart
3.9","Dallas, TX","Baltimore, MD",1 to 50 employees,1854,Other Organization,Advertising & Marketing,Business Services,$10 to $25 million (USD),-1,0,0,50,92,71.0,"Walmart
",TX,0,166,1,0,1,0,1
Data Scientist,$91K-$138K (Glassdoor est.),"Data Scientist
Location: Goleta, CA

We are looking for a data scientist to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: Excel, SQL.",3.8,"Amazon
3.8","Goleta, CA","Richland, WA",1 to 50 employees,1844,Other Organization,Security Services,Business Services,Unknown / Non-Applicable,-1,0,0,91,138,114.5,"Amazon
",CA,0,176,0,0,0,0,1
Senior Data Scientist,$125K-$177K (Glassdoor est.),"Senior Data Scientist
Location: Linthicum, MD

We are looking for a senior data scientist to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: Python, Excel, SQL.",4.3,"IBM
4.3","Linthicum, MD","New York, NY",1001 to 5000 employees,1886,Company - Public,Insurance Carriers,Insurance,$10 to $25 million (USD),-1,0,0,125,177,151.0,"IBM
",MD,0,134,1,0,0,0,1
Machine Learning Engineer,$126K-$194K (Glassdoor est.),"Machine Learning Engineer
Location: New York, NY

We are looking for a machine learning engineer to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: SQL, statistics.",3.3,"ClearOne Advantage
3.3","New York, NY","New York, NY",1 to 50 employees,1980,Company - Private,Health Care Services & Hospitals,Health Care,$1 to $5 million (USD),"Blue Cross Blue Shield, Pfizer",0,0,126,194,160.0,"ClearOne Advantage
",NY,1,40,0,0,0,0,0
Data Scientist,$91K-$150K (Glassdoor est.),"Data Scientist
Location: Dallas, TX

We are looking for a data scientist to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: Python, Spark, SQL.",3.5,"Pfizer
3.5","Dallas, TX","Austin, TX",51 to 200 employees,1862,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$1 to $5 million (USD),"Blue Cross Blue Shield, Lockheed Martin",0,0,91,150,120.5,"Pfizer
",TX,1,158,1,0,1,0,0
Director of Data Science,$164K-$276K (Glassdoor est.),"Director of Data Science
Location: San Francisco, CA

We are looking for a director of data science to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: Python, Spark, Excel, SQL.",4.4,"IBM
4.4","San Francisco, CA","Chicago, IL",501 to 1000 employees,2012,Company - Private,Advertising & Marketing,Business Services,$1 to $5 million (USD),"Logic20/20, KnowBe4",0,0,164,276,220.0,"IBM
",CA,0,8,1,0,1,0,1
Data Analyst,$77K-$117K (Glassdoor est.),"Data Analyst
Location: New York, NY

We are looking for a data analyst to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: AWS, SQL.",3.6,"ClearOne Advantage
3.6","New York, NY","New York, NY",501 to 1000 employees,1999,Other Organization,Energy,"Oil, Gas, Energy & Utilities",$1 to $2 billion (USD),"Tecolote Research, Reynolds American",0,0,77,117,97.0,"ClearOne Advantage
",NY,1,21,0,0,0,1,0
Research Scientist,$95K-$148K (Glassdoor est.),"Research Scientist
Location: Goleta, CA

We are looking for a research scientist to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: AWS, Excel, SQL.",3.5,"Tecolote Research
3.5","Goleta, CA","San Jose, CA",501 to 1000 employees,-1,Subsidiary or Business Segment,Insurance Carriers,Insurance,$500 million to $1 billion (USD),-1,0,0,95,148,121.5,"Tecolote Research
",CA,1,-1,0,0,0,1,1
Data Analyst,$55K-$90K (Glassdoor est.),"Data Analyst
Location: San Francisco, CA

We are looking for a data analyst to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: AWS, SQL.",2.8,"Amazon
2.8","San Francisco, CA","San Francisco, CA",10000+ employees,1983,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),-1,0,0,55,90,72.5,"Amazon
",CA,1,37,0,0,0,1,0
Data Analyst,$30K-$47K (Glassdoor est.),"Data Analyst
Location: Arlington, VA

We are looking for a data analyst to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: SQL, statistics.",4.2,"Guardian Life
4.2","Arlington, VA","Arlington, VA",1 to 50 employees,1987,Company - Public,Security Services,Business Services,$500 million to $1 billion (USD),"Gallup, KnowBe4",0,0,30,47,38.5,"Guardian Life
",VA,1,33,0,0,0,0,0
Data Scientist,$90K-$156K (Glassdoor est.),"Data Scientist
Location: New York, NY

We are looking for a data scientist to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: Excel, SQL.",4.2,"Lockheed Martin
4.2","New York, NY","New York, NY",501 to 1000 employees,1988,Government,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,"Reynolds American, Lockheed Martin",0,0,90,156,123.0,"Lockheed Martin
",NY,0,32,0,0,0,0,1
Data Scientist,$79K-$133K (Glassdoor est.),"Data Scientist
Location: Tampa, FL

We are looking for a data scientist to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: Python, Excel, SQL.",4.6,"Affinity Solutions
4.6","Tampa, FL","Clearwater, FL",501 to 1000 employees,1967,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$50 to $100 million (USD),-1,0,0,79,133,106.0,"Affinity Solutions
",FL,1,53,1,0,0,0,1
Research Scientist,$80K-$140K (Glassdoor est.),"Research Scientist
Location: San Jose, CA

We are looking for a research scientist to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: Excel, SQL.",4.1,"University of Maryland Medical System
4.1","San Jose, CA","San Francisco, CA",51 to 200 employees,1971,Company - Private,IT Services,Information Technology,$1 to $5 million (USD),-1,0,0,80,140,110.0,"University of Maryland Medical System
",CA,1,49,0,0,0,0,1
Lead Data Scientist,$125K-$227K (Glassdoor est.),"Lead Data Scientist
Location: Arlington, VA

We are looking for a lead data scientist to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: Python, SQL.",3.9,"ClearOne Advantage
3.9","Arlington, VA","Arlington, VA",10000+ employees,1983,Company - Private,Health Care Services & Hospitals,Health Care,$10+ billion (USD),"Reynolds American, Pfizer",0,0,125,227,176.0,"ClearOne Advantage
",VA,1,37,1,0,0,0,0
Data Scientist,$113K-$181K (Glassdoor est.),"Data Scientist
Location: Linthicum, MD

We are looking for a data scientist to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: Python, Spark, Excel, SQL.",3.6,"Pfizer
3.6","Linthicum, MD","Arlington, VA",5001 to 10000 employees,1856,Subsidiary or Business Segment,Energy,"Oil, Gas, Energy & Utilities",$50 to $100 million (USD),-1,0,0,113,181,147.0,"Pfizer
",MD,0,164,1,0,1,0,1
Data Scientist,$72K-$119K (Glassdoor est.),"Data Scientist
Location: Richland, WA

We are looking for a data scientist to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: Python, Excel, SQL.",4.3,"Takeda
4.3","Richland, WA","Seattle, WA",201 to 500 employees,1985,Nonprofit Organization,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),-1,0,0,72,119,95.5,"Takeda
",WA,1,35,1,0,0,0,1
Data Scientist,$71K-$130K (Glassdoor est.),"Data Scientist
Location: Seattle, WA

We are looking for a data scientist to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: Python, Excel, SQL.",3.6,"Tecolote Research
3.6","Seattle, WA","Linthicum, MD",51 to 200 employees,1860,Other Organization,Aerospace & Defense,Aerospace & Defense,$1 to $5 million (USD),"MassMutual, Rochester Regional Health",0,0,71,130,100.5,"Tecolote Research
",WA,0,160,1,0,0,0,1
Senior Data Scientist,$101K-$166K (Glassdoor est.),"Senior Data Scientist
Location: Dallas, TX

We are looking for a senior data scientist to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: AWS, Excel, SQL.",4.4,"Visa
4.4","Dallas, TX","Dallas, TX",51 to 200 employees,1917,Company - Private,Security Services,Business Services,$500 million to $1 billion (USD),-1,0,0,101,166,133.5,"Visa
",TX,1,103,0,0,0,1,1
Data Scientist,$91K-$138K (Glassdoor est.),"Data Scientist
Location: Boston, MA

We are looking for a data scientist to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: SQL, statistics.",3.8,"Takeda
3.8","Boston, MA","Cambridge, MA",1 to 50 employees,2013,Company - Public,Security Services,Business Services,$50 to $100 million (USD),-1,0,0,91,138,114.5,"Takeda
",MA,1,7,0,0,0,0,0
Senior Data Scientist,$79K-$118K (Glassdoor est.),"Senior Data Scientist
Location: Chicago, IL

We are looking for a senior data scientist to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: Python, Spark, AWS, Excel, SQL.",4.0,"PNNL
4.0","Chicago, IL","Chicago, IL",1 to 50 employees,2004,Company - Private,Insurance Carriers,Insurance,Unknown / Non-Applicable,"Lockheed Martin, Reynolds American",0,0,79,118,98.5,"PNNL
",IL,1,16,1,0,1,1,1
Data Analyst,$22-$36 Per Hour(Glassdoor est.),"Data Analyst
Location: San Jose, CA

We are looking for a data analyst to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: Python, AWS, Excel, SQL.",3.4,"Visa
3.4","San Jose, CA","Goleta, CA",5001 to 10000 employees,1925,Nonprofit Organization,Computer Hardware & Software,Information Technology,$50 to $100 million (USD),-1,1,0,44,72,58.0,"Visa
",CA,1,95,1,0,0,1,1
Senior Data Scientist,$104K-$161K (Glassdoor est.),"Senior Data Scientist
Location: Albuquerque, NM

We are looking for a senior data scientist to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: Python, SQL.",3.9,"Lockheed Martin
3.9","Albuquerque, NM","Arlington, VA",1 to 50 employees,2016,Company - Public,Energy,"Oil, Gas, Energy & Utilities",$1 to $5 million (USD),"CyrusOne, Rochester Regional Health",0,0,104,161,132.5,"Lockheed Martin
",NM,0,4,1,0,0,0,0
Data Engineer,$71K-$134K (Glassdoor est.),"Data Engineer
Location: New York, NY

We are looking for a data engineer to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: Python, SQL.",3.9,"Blue Cross Blue Shield
3.9","New York, NY","New York, NY",501 to 1000 employees,1880,Other Organization,Internet,Information Technology,$10+ billion (USD),-1,0,0,71,134,102.5,"Blue Cross Blue Shield
",NY,1,140,1,0,0,0,0
Data Scientist,$55K-$82K (Glassdoor est.),"Data Scientist
Location: Seattle, WA

We are looking for a data scientist to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: Spark, AWS, SQL.",4.2,"Visa
4.2","Seattle, WA","Arlington, VA",201 to 500 employees,-1,Subsidiary or Business Segment,Aerospace & Defense,Aerospace & Defense,$50 to $100 million (USD),"University of Maryland Medical System, Gallup",0,0,55,82,68.5,"Visa
",WA,0,-1,0,0,1,1,0
Data Analyst,$73K-$140K (Glassdoor est.),"Data Analyst
Location: Boston, MA

We are looking for a data analyst to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: Python, Spark, SQL.",4.1,"Reynolds American
4.1","Boston, MA","Albuquerque, NM",501 to 1000 employees,1910,Government,Advertising & Marketing,Business Services,$10+ billion (USD),-1,0,0,73,140,106.5,"Reynolds American
",MA,0,110,1,0,1,0,0
Lead Data Scientist,$89K-$128K (Glassdoor est.),"Lead Data Scientist
Location: Boston, MA

We are looking for a lead data scientist to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: Excel, SQL.",3.5,"Pfizer
3.5","Boston, MA","Boston, MA",5001 to 10000 employees,-1,Government,Computer Hardware & Software,Information Technology,$10+ billion (USD),"Amazon, Lockheed Martin",0,0,89,128,108.5,"Pfizer
",MA,1,-1,0,0,0,0,1
Data Analyst,$62K-$103K (Glassdoor est.),"Data Analyst
Location: San Francisco, CA

We are looking for a data analyst to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: Excel, SQL.",4.0,"Gallup
4.0","San Francisco, CA","San Jose, CA",1 to 50 employees,2004,Company - Public,Security Services,Business Services,$500 million to $1 billion (USD),"Novartis, Blue Cross Blue Shield",0,0,62,103,82.5,"Gallup
",CA,1,16,0,0,0,0,1
Data Engineer,$91K-$160K (Glassdoor est.),"Data Engineer
Location: San Francisco, CA

We are looking for a data engineer to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: Spark, SQL.",3.4,"MassMutual
3.4","San Francisco, CA","Arlington, VA",501 to 1000 employees,1988,Nonprofit Organization,Security Services,Business Services,$10+ billion (USD),"IBM, Takeda",0,0,91,160,125.5,"MassMutual
",CA,0,32,0,0,1,0,0
Data Scientist,$61K-$101K (Glassdoor est.),"Data Scientist
Location: Cambridge, MA

We are looking for a data scientist to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: SQL, statistics.",3.0,"Visa
3.0","Cambridge, MA","Goleta, CA",1 to 50 employees,2016,Government,Security Services,Business Services,$100 to $500 million (USD),-1,0,0,61,101,81.0,"Visa
",MA,0,4,0,0,0,0,0
